"#","Embroidermodder 2 CSV Embroidery File"
"#","http://embroidermodder.github.io"

"#","General Notes:"
"#","This file can be read by Excel or LibreOffice as CSV (Comma Separated Value) or with a text editor."
"#","Lines beginning with # are comments."
"#","Lines beginning with > are variables: [VAR_NAME], [VAR_VALUE]"
"#","Lines beginning with $ are threads: [THREAD_NUMBER], [RED], [GREEN], [BLUE], [DESCRIPTION], [CATALOG_NUMBER]"
"#","Lines beginning with * are stitch entries: [STITCH_TYPE], [X], [Y]"

"#","Stitch Entry Notes:"
"#","STITCH instructs the machine to move to the position [X][Y] and then make a stitch."
"#","JUMP instructs the machine to move to the position [X][Y] without making a stitch."
"#","TRIM instructs the machine to cut the thread before moving to the position [X][Y] without making a stitch."
"#","COLOR instructs the machine to stop temporarily so that the user can change to a different color thread before resuming."
"#","END instructs the machine that the design is completed and there are no further instructions."
"#","UNKNOWN encompasses instructions that may not be supported currently."
"#","[X] and [Y] are absolute coordinates in millimeters (mm)."

"#","[VAR_NAME]","[VAR_VALUE]"
">","STITCH_COUNT:","2557"
">","THREAD_COUNT:","2"
">","EXTENTS_LEFT:","0.000000"
">","EXTENTS_TOP:","-62.299999"
">","EXTENTS_RIGHT:","59.099999"
">","EXTENTS_BOTTOM:","44.899999"
">","EXTENTS_WIDTH:","59.099999"
">","EXTENTS_HEIGHT:","107.199998"

"#","[THREAD_NUMBER]","[RED]","[GREEN]","[BLUE]","[DESCRIPTION]","[CATALOG_NUMBER]"
"$","1","255","0","0","TODO:DESCRIPTION","TODO:CATALOG_NUMBER"
"$","2","255","255","255","TODO:DESCRIPTION","TODO:CATALOG_NUMBER"

"#","[STITCH_TYPE]","[X]","[Y]"
"*","STITCH","43.0000","-57.1000"
"*","STITCH","44.6000","-54.9000"
"*","STITCH","43.9000","-55.6000"
"*","STITCH","42.7000","-56.8000"
"*","STITCH","42.9000","-56.3000"
"*","STITCH","44.5000","-54.4000"
"*","STITCH","42.4000","-56.5000"
"*","STITCH","43.7000","-54.9000"
"*","STITCH","44.4000","-53.9000"
"*","STITCH","42.7000","-55.6000"
"*","STITCH","42.0000","-56.3000"
"*","STITCH","44.2000","-53.4000"
"*","STITCH","43.5000","-54.1000"
"*","STITCH","41.7000","-56.0000"
"*","STITCH","42.5000","-54.8000"
"*","STITCH","44.1000","-52.9000"
"*","STITCH","41.3000","-55.7000"
"*","STITCH","43.3000","-53.4000"
"*","STITCH","43.9000","-52.5000"
"*","STITCH","42.3000","-54.1000"
"*","STITCH","41.0000","-55.4000"
"*","STITCH","41.3000","-54.8000"
"*","STITCH","43.8000","-52.0000"
"*","STITCH","43.1000","-52.6000"
"*","STITCH","40.6000","-55.1000"
"*","STITCH","42.1000","-53.3000"
"*","STITCH","43.6000","-51.5000"
"*","STITCH","41.1000","-54.0000"
"*","STITCH","40.3000","-54.9000"
"*","STITCH","40.3000","-54.5000"
"*","STITCH","42.9000","-51.9000"
"*","STITCH","43.5000","-51.0000"
"*","STITCH","41.9000","-52.6000"
"*","STITCH","39.9000","-54.6000"
"*","STITCH","40.9000","-53.2000"
"*","STITCH","43.4000","-50.5000"
"*","STITCH","42.7000","-51.1000"
"*","STITCH","39.9000","-53.9000"
"*","STITCH","39.6000","-54.3000"
"*","STITCH","41.7000","-51.8000"
"*","STITCH","43.2000","-50.0000"
"*","STITCH","40.7000","-52.5000"
"*","STITCH","39.2000","-54.0000"
"*","STITCH","39.7000","-53.2000"
"*","STITCH","42.6000","-50.4000"
"*","STITCH","43.1000","-49.5000"
"*","STITCH","41.6000","-51.0000"
"*","STITCH","38.9000","-53.7000"
"*","STITCH","40.5000","-51.7000"
"*","STITCH","42.9000","-49.0000"
"*","STITCH","42.4000","-49.6000"
"*","STITCH","39.5000","-52.4000"
"*","STITCH","38.5000","-53.4000"
"*","STITCH","41.4000","-50.3000"
"*","STITCH","42.8000","-48.6000"
"*","STITCH","40.4000","-51.0000"
"*","STITCH","38.2000","-53.2000"
"*","STITCH","39.4000","-51.7000"
"*","STITCH","42.2000","-48.8000"
"*","STITCH","42.6000","-48.1000"
"*","STITCH","41.2000","-49.5000"
"*","STITCH","38.3000","-52.4000"
"*","STITCH","37.8000","-52.9000"
"*","STITCH","40.2000","-50.2000"
"*","STITCH","42.5000","-47.6000"
"*","STITCH","42.0000","-48.1000"
"*","STITCH","39.2000","-50.9000"
"*","STITCH","37.5000","-52.6000"
"*","STITCH","38.2000","-51.6000"
"*","STITCH","41.0000","-48.8000"
"*","STITCH","42.4000","-47.1000"
"*","STITCH","40.0000","-49.5000"
"*","STITCH","37.1000","-52.3000"
"*","STITCH","39.0000","-50.2000"
"*","STITCH","41.8000","-47.3000"
"*","STITCH","42.2000","-46.6000"
"*","STITCH","40.8000","-48.0000"
"*","STITCH","38.0000","-50.9000"
"*","STITCH","36.8000","-52.0000"
"*","STITCH","37.0000","-51.5000"
"*","STITCH","39.8000","-48.7000"
"*","STITCH","42.1000","-46.1000"
"*","STITCH","41.6000","-46.6000"
"*","STITCH","38.8000","-49.4000"
"*","STITCH","36.4000","-51.8000"
"*","STITCH","37.8000","-50.1000"
"*","STITCH","40.6000","-47.3000"
"*","STITCH","41.9000","-45.6000"
"*","STITCH","39.6000","-48.0000"
"*","STITCH","36.8000","-50.8000"
"*","STITCH","36.1000","-51.5000"
"*","STITCH","38.6000","-48.7000"
"*","STITCH","41.4000","-45.8000"
"*","STITCH","41.8000","-45.2000"
"*","STITCH","40.4000","-46.5000"
"*","STITCH","37.6000","-49.3000"
"*","STITCH","35.7000","-51.2000"
"*","STITCH","36.6000","-50.0000"
"*","STITCH","39.4000","-47.2000"
"*","STITCH","41.6000","-44.7000"
"*","STITCH","41.2000","-45.1000"
"*","STITCH","38.4000","-47.9000"
"*","STITCH","35.4000","-50.9000"
"*","STITCH","37.4000","-48.6000"
"*","STITCH","40.2000","-45.8000"
"*","STITCH","41.5000","-44.2000"
"*","STITCH","39.2000","-46.5000"
"*","STITCH","36.4000","-49.3000"
"*","STITCH","35.1000","-50.6000"
"*","STITCH","35.4000","-50.0000"
"*","STITCH","38.2000","-47.1000"
"*","STITCH","41.0000","-44.3000"
"*","STITCH","41.3000","-43.7000"
"*","STITCH","40.0000","-45.0000"
"*","STITCH","37.2000","-47.8000"
"*","STITCH","34.7000","-50.3000"
"*","STITCH","36.2000","-48.5000"
"*","STITCH","39.0000","-45.7000"
"*","STITCH","41.2000","-43.2000"
"*","STITCH","40.9000","-43.6000"
"*","STITCH","38.0000","-46.4000"
"*","STITCH","35.2000","-49.2000"
"*","STITCH","34.4000","-50.1000"
"*","STITCH","37.0000","-47.1000"
"*","STITCH","39.9000","-44.3000"
"*","STITCH","41.1000","-42.7000"
"*","STITCH","38.8000","-44.9000"
"*","STITCH","36.0000","-47.8000"
"*","STITCH","34.0000","-49.8000"
"*","STITCH","35.0000","-48.5000"
"*","STITCH","37.8000","-45.6000"
"*","STITCH","40.7000","-42.8000"
"*","STITCH","40.9000","-42.2000"
"*","STITCH","39.7000","-43.5000"
"*","STITCH","36.8000","-46.3000"
"*","STITCH","34.0000","-49.2000"
"*","STITCH","33.7000","-49.5000"
"*","STITCH","35.8000","-47.0000"
"*","STITCH","38.7000","-44.2000"
"*","STITCH","40.8000","-41.8000"
"*","STITCH","40.5000","-42.1000"
"*","STITCH","37.7000","-44.9000"
"*","STITCH","34.8000","-47.7000"
"*","STITCH","33.3000","-49.2000"
"*","STITCH","33.8000","-48.4000"
"*","STITCH","36.6000","-45.6000"
"*","STITCH","39.5000","-42.7000"
"*","STITCH","40.6000","-41.3000"
"*","STITCH","38.5000","-43.4000"
"*","STITCH","35.6000","-46.3000"
"*","STITCH","33.0000","-48.9000"
"*","STITCH","34.6000","-47.0000"
"*","STITCH","37.5000","-44.1000"
"*","STITCH","40.3000","-41.3000"
"*","STITCH","40.5000","-40.8000"
"*","STITCH","39.3000","-42.0000"
"*","STITCH","36.5000","-44.8000"
"*","STITCH","33.6000","-47.6000"
"*","STITCH","32.6000","-48.7000"
"*","STITCH","35.5000","-45.5000"
"*","STITCH","38.3000","-42.7000"
"*","STITCH","40.3000","-40.3000"
"*","STITCH","40.1000","-40.5000"
"*","STITCH","37.3000","-43.4000"
"*","STITCH","34.4000","-46.2000"
"*","STITCH","32.3000","-48.4000"
"*","STITCH","33.4000","-46.9000"
"*","STITCH","36.3000","-44.1000"
"*","STITCH","39.1000","-41.2000"
"*","STITCH","40.2000","-39.8000"
"*","STITCH","38.1000","-41.9000"
"*","STITCH","35.3000","-44.8000"
"*","STITCH","32.4000","-47.6000"
"*","STITCH","31.9000","-48.1000"
"*","STITCH","34.3000","-45.4000"
"*","STITCH","37.1000","-42.6000"
"*","STITCH","39.9000","-39.8000"
"*","STITCH","40.1000","-39.3000"
"*","STITCH","38.9000","-40.5000"
"*","STITCH","36.1000","-43.3000"
"*","STITCH","33.3000","-46.1000"
"*","STITCH","31.6000","-47.8000"
"*","STITCH","32.2000","-46.8000"
"*","STITCH","35.1000","-44.0000"
"*","STITCH","37.9000","-41.2000"
"*","STITCH","39.9000","-38.8000"
"*","STITCH","36.9000","-41.9000"
"*","STITCH","34.1000","-44.7000"
"*","STITCH","31.2000","-47.5000"
"*","STITCH","33.1000","-45.4000"
"*","STITCH","35.9000","-42.6000"
"*","STITCH","38.7000","-39.7000"
"*","STITCH","39.8000","-38.4000"
"*","STITCH","37.7000","-40.4000"
"*","STITCH","34.9000","-43.2000"
"*","STITCH","32.1000","-46.1000"
"*","STITCH","30.9000","-47.2000"
"*","STITCH","30.7000","-47.1000"
"*","STITCH","31.1000","-46.8000"
"*","STITCH","33.9000","-43.9000"
"*","STITCH","36.7000","-41.1000"
"*","STITCH","39.7000","-38.1000"
"*","STITCH","41.2000","-36.9000"
"*","STITCH","42.7000","-35.7000"
"*","STITCH","44.2000","-34.5000"
"*","STITCH","45.7000","-33.3000"
"*","STITCH","47.2000","-32.1000"
"*","STITCH","48.7000","-30.9000"
"*","STITCH","50.2000","-29.7000"
"*","STITCH","51.7000","-28.5000"
"*","STITCH","53.2000","-27.3000"
"*","STITCH","54.7000","-26.1000"
"*","STITCH","56.2000","-24.9000"
"*","STITCH","56.1000","-24.9000"
"*","STITCH","55.5000","-25.4000"
"*","STITCH","53.9000","-26.7000"
"*","STITCH","54.2000","-26.4000"
"*","STITCH","55.4000","-24.9000"
"*","STITCH","53.2000","-27.1000"
"*","STITCH","52.4000","-28.0000"
"*","STITCH","50.8000","-29.2000"
"*","STITCH","52.2000","-27.8000"
"*","STITCH","54.8000","-24.9000"
"*","STITCH","54.1000","-25.6000"
"*","STITCH","51.2000","-28.5000"
"*","STITCH","49.2000","-30.5000"
"*","STITCH","47.6000","-31.7000"
"*","STITCH","50.2000","-29.2000"
"*","STITCH","53.1000","-26.3000"
"*","STITCH","54.2000","-24.9000"
"*","STITCH","52.0000","-27.0000"
"*","STITCH","49.2000","-29.9000"
"*","STITCH","46.4000","-32.7000"
"*","STITCH","46.1000","-33.0000"
"*","STITCH","44.5000","-34.3000"
"*","STITCH","45.4000","-33.4000"
"*","STITCH","48.2000","-30.5000"
"*","STITCH","51.0000","-27.7000"
"*","STITCH","53.5000","-24.9000"
"*","STITCH","52.9000","-25.6000"
"*","STITCH","50.0000","-28.4000"
"*","STITCH","47.2000","-31.2000"
"*","STITCH","44.4000","-34.1000"
"*","STITCH","42.9000","-35.5000"
"*","STITCH","41.4000","-36.8000"
"*","STITCH","43.4000","-34.8000"
"*","STITCH","46.2000","-31.9000"
"*","STITCH","49.0000","-29.1000"
"*","STITCH","51.9000","-26.3000"
"*","STITCH","52.9000","-24.9000"
"*","STITCH","50.9000","-27.0000"
"*","STITCH","48.0000","-29.8000"
"*","STITCH","45.2000","-32.6000"
"*","STITCH","42.4000","-35.5000"
"*","STITCH","39.8000","-38.0000"
"*","STITCH","39.7000","-38.1000"
"*","STITCH","38.4000","-39.4000"
"*","STITCH","37.1000","-40.7000"
"*","STITCH","35.8000","-42.0000"
"*","STITCH","34.6000","-43.2000"
"*","STITCH","33.3000","-44.5000"
"*","STITCH","32.0000","-45.8000"
"*","STITCH","30.7000","-47.1000"
"*","STITCH","30.5000","-47.0000"
"*","STITCH","32.9000","-44.6000"
"*","STITCH","35.7000","-41.8000"
"*","STITCH","38.5000","-39.0000"
"*","STITCH","41.4000","-36.1000"
"*","STITCH","44.2000","-33.3000"
"*","STITCH","47.0000","-30.5000"
"*","STITCH","49.8000","-27.7000"
"*","STITCH","52.6000","-24.9000"
"*","STITCH","51.7000","-25.5000"
"*","STITCH","48.8000","-28.3000"
"*","STITCH","46.0000","-31.2000"
"*","STITCH","43.2000","-34.0000"
"*","STITCH","40.4000","-36.8000"
"*","STITCH","37.5000","-39.7000"
"*","STITCH","34.7000","-42.5000"
"*","STITCH","31.9000","-45.3000"
"*","STITCH","30.2000","-46.7000"
"*","STITCH","30.9000","-46.0000"
"*","STITCH","33.7000","-43.2000"
"*","STITCH","36.5000","-40.4000"
"*","STITCH","39.3000","-37.5000"
"*","STITCH","42.2000","-34.7000"
"*","STITCH","45.0000","-31.9000"
"*","STITCH","47.8000","-29.0000"
"*","STITCH","50.7000","-26.2000"
"*","STITCH","52.0000","-24.9000"
"*","STITCH","49.7000","-26.9000"
"*","STITCH","46.8000","-29.7000"
"*","STITCH","44.0000","-32.6000"
"*","STITCH","41.2000","-35.4000"
"*","STITCH","38.3000","-38.2000"
"*","STITCH","35.5000","-41.0000"
"*","STITCH","32.7000","-43.9000"
"*","STITCH","29.8000","-46.4000"
"*","STITCH","31.7000","-44.6000"
"*","STITCH","34.5000","-41.7000"
"*","STITCH","37.3000","-38.9000"
"*","STITCH","40.2000","-36.1000"
"*","STITCH","43.0000","-33.3000"
"*","STITCH","45.8000","-30.4000"
"*","STITCH","48.7000","-27.6000"
"*","STITCH","51.3000","-24.9000"
"*","STITCH","51.0000","-24.9000"
"*","STITCH","50.5000","-25.5000"
"*","STITCH","47.6000","-28.3000"
"*","STITCH","44.8000","-31.1000"
"*","STITCH","42.0000","-33.9000"
"*","STITCH","39.2000","-36.8000"
"*","STITCH","36.3000","-39.6000"
"*","STITCH","33.5000","-42.4000"
"*","STITCH","30.7000","-45.3000"
"*","STITCH","29.7000","-46.3000"
"*","STITCH","29.6000","-46.2000"
"*","STITCH","29.8000","-46.0000"
"*","STITCH","29.6000","-46.2000"
"*","STITCH","29.6000","-46.2000"
"*","COLOR","29.6000","-47.5000"
"*","JUMP","29.6000","-47.5000"
"*","STITCH","29.6000","-47.5000"
"*","STITCH","29.3000","-47.7000"
"*","STITCH","29.6000","-47.5000"
"*","STITCH","29.4000","-45.1000"
"*","STITCH","29.2000","-47.8000"
"*","STITCH","28.9000","-45.4000"
"*","STITCH","28.8000","-48.1000"
"*","STITCH","28.5000","-45.8000"
"*","STITCH","28.4000","-48.5000"
"*","STITCH","28.1000","-46.1000"
"*","STITCH","28.0000","-48.8000"
"*","STITCH","27.7000","-46.5000"
"*","STITCH","27.6000","-49.1000"
"*","STITCH","27.2000","-46.8000"
"*","STITCH","27.2000","-49.4000"
"*","STITCH","26.8000","-47.1000"
"*","STITCH","26.9000","-49.7000"
"*","STITCH","26.4000","-47.5000"
"*","STITCH","26.5000","-50.0000"
"*","STITCH","26.0000","-47.8000"
"*","STITCH","26.1000","-50.3000"
"*","STITCH","25.6000","-48.1000"
"*","STITCH","25.8000","-50.6000"
"*","STITCH","25.2000","-48.5000"
"*","STITCH","25.4000","-50.9000"
"*","STITCH","24.8000","-48.8000"
"*","STITCH","25.0000","-51.1000"
"*","STITCH","24.4000","-49.1000"
"*","STITCH","24.7000","-51.4000"
"*","STITCH","24.0000","-49.4000"
"*","STITCH","24.3000","-51.7000"
"*","STITCH","23.6000","-49.7000"
"*","STITCH","24.0000","-52.0000"
"*","STITCH","23.3000","-50.0000"
"*","STITCH","23.6000","-52.3000"
"*","STITCH","22.9000","-50.3000"
"*","STITCH","23.3000","-52.5000"
"*","STITCH","22.5000","-50.6000"
"*","STITCH","22.9000","-52.8000"
"*","STITCH","22.1000","-50.9000"
"*","STITCH","22.6000","-53.1000"
"*","STITCH","21.8000","-51.2000"
"*","STITCH","22.3000","-53.4000"
"*","STITCH","21.4000","-51.5000"
"*","STITCH","21.9000","-53.6000"
"*","STITCH","21.0000","-51.8000"
"*","STITCH","21.6000","-53.9000"
"*","STITCH","20.7000","-52.1000"
"*","STITCH","21.3000","-54.2000"
"*","STITCH","20.3000","-52.4000"
"*","STITCH","20.9000","-54.4000"
"*","STITCH","20.0000","-52.7000"
"*","STITCH","20.6000","-54.7000"
"*","STITCH","19.6000","-53.0000"
"*","STITCH","20.3000","-55.0000"
"*","STITCH","19.2000","-53.3000"
"*","STITCH","19.9000","-55.2000"
"*","STITCH","18.9000","-53.6000"
"*","STITCH","19.6000","-55.5000"
"*","STITCH","18.5000","-53.8000"
"*","STITCH","19.3000","-55.7000"
"*","STITCH","18.2000","-54.1000"
"*","STITCH","19.0000","-56.0000"
"*","STITCH","17.8000","-54.4000"
"*","STITCH","18.6000","-56.2000"
"*","STITCH","17.5000","-54.7000"
"*","STITCH","18.3000","-56.5000"
"*","STITCH","17.1000","-55.0000"
"*","STITCH","18.0000","-56.8000"
"*","STITCH","16.8000","-55.3000"
"*","STITCH","17.7000","-57.0000"
"*","STITCH","16.4000","-55.5000"
"*","STITCH","17.4000","-57.3000"
"*","STITCH","16.1000","-55.8000"
"*","STITCH","17.0000","-57.5000"
"*","STITCH","15.7000","-56.1000"
"*","STITCH","16.7000","-57.8000"
"*","STITCH","15.4000","-56.4000"
"*","STITCH","16.4000","-58.0000"
"*","STITCH","15.0000","-56.7000"
"*","STITCH","16.1000","-58.3000"
"*","STITCH","14.4000","-56.6000"
"*","STITCH","15.8000","-58.6000"
"*","STITCH","14.2000","-57.0000"
"*","STITCH","15.4000","-58.8000"
"*","STITCH","13.9000","-57.4000"
"*","STITCH","15.1000","-59.1000"
"*","STITCH","13.7000","-57.8000"
"*","STITCH","14.8000","-59.4000"
"*","STITCH","13.5000","-58.2000"
"*","STITCH","14.4000","-59.7000"
"*","STITCH","13.2000","-58.6000"
"*","STITCH","14.1000","-59.9000"
"*","STITCH","13.0000","-59.0000"
"*","STITCH","13.8000","-60.2000"
"*","STITCH","12.8000","-59.5000"
"*","STITCH","13.4000","-60.5000"
"*","STITCH","12.6000","-59.9000"
"*","STITCH","13.1000","-60.8000"
"*","STITCH","12.3000","-60.3000"
"*","STITCH","12.8000","-61.1000"
"*","STITCH","12.1000","-60.7000"
"*","STITCH","12.4000","-61.3000"
"*","STITCH","11.9000","-61.1000"
"*","STITCH","12.1000","-61.6000"
"*","STITCH","11.6000","-61.5000"
"*","STITCH","11.7000","-61.9000"
"*","STITCH","11.4000","-61.9000"
"*","STITCH","11.4000","-62.2000"
"*","STITCH","11.2000","-62.3000"
"*","STITCH","11.2000","-62.3000"
"*","STITCH","11.2000","-62.3000"
"*","STITCH","11.3000","-62.1000"
"*","STITCH","11.5000","-61.9000"
"*","STITCH","11.4000","-61.7000"
"*","STITCH","11.8000","-61.5000"
"*","STITCH","11.5000","-61.2000"
"*","STITCH","12.0000","-61.2000"
"*","STITCH","11.7000","-60.8000"
"*","STITCH","12.3000","-60.8000"
"*","STITCH","11.8000","-60.4000"
"*","STITCH","12.6000","-60.4000"
"*","STITCH","11.9000","-60.0000"
"*","STITCH","12.8000","-60.0000"
"*","STITCH","12.0000","-59.5000"
"*","STITCH","13.1000","-59.7000"
"*","STITCH","12.2000","-59.1000"
"*","STITCH","13.4000","-59.3000"
"*","STITCH","12.3000","-58.7000"
"*","STITCH","13.7000","-58.9000"
"*","STITCH","12.4000","-58.3000"
"*","STITCH","13.9000","-58.5000"
"*","STITCH","12.6000","-57.8000"
"*","STITCH","14.2000","-58.1000"
"*","STITCH","12.7000","-57.4000"
"*","STITCH","14.5000","-57.8000"
"*","STITCH","12.8000","-57.0000"
"*","STITCH","14.8000","-57.4000"
"*","STITCH","13.0000","-56.6000"
"*","STITCH","15.0000","-57.0000"
"*","STITCH","13.1000","-56.1000"
"*","STITCH","15.0000","-56.5000"
"*","STITCH","13.1000","-55.8000"
"*","STITCH","15.2000","-56.1000"
"*","STITCH","13.2000","-55.4000"
"*","STITCH","15.3000","-55.7000"
"*","STITCH","13.3000","-55.0000"
"*","STITCH","15.4000","-55.3000"
"*","STITCH","13.5000","-54.6000"
"*","STITCH","15.5000","-54.8000"
"*","STITCH","13.6000","-54.2000"
"*","STITCH","15.7000","-54.4000"
"*","STITCH","13.7000","-53.8000"
"*","STITCH","15.8000","-54.0000"
"*","STITCH","13.8000","-53.4000"
"*","STITCH","15.9000","-53.6000"
"*","STITCH","13.9000","-53.0000"
"*","STITCH","16.0000","-53.1000"
"*","STITCH","14.1000","-52.6000"
"*","STITCH","16.2000","-52.7000"
"*","STITCH","14.2000","-52.2000"
"*","STITCH","16.3000","-52.3000"
"*","STITCH","14.3000","-51.8000"
"*","STITCH","16.4000","-51.8000"
"*","STITCH","14.4000","-51.4000"
"*","STITCH","16.5000","-51.4000"
"*","STITCH","14.5000","-51.0000"
"*","STITCH","16.7000","-51.0000"
"*","STITCH","14.7000","-50.6000"
"*","STITCH","16.8000","-50.5000"
"*","STITCH","14.8000","-50.2000"
"*","STITCH","16.9000","-50.1000"
"*","STITCH","14.9000","-49.8000"
"*","STITCH","17.0000","-49.6000"
"*","STITCH","15.0000","-49.4000"
"*","STITCH","17.2000","-49.2000"
"*","STITCH","15.1000","-49.0000"
"*","STITCH","17.3000","-48.7000"
"*","STITCH","15.3000","-48.6000"
"*","STITCH","17.4000","-48.3000"
"*","STITCH","15.4000","-48.1000"
"*","STITCH","17.6000","-47.8000"
"*","STITCH","15.5000","-47.7000"
"*","STITCH","17.7000","-47.4000"
"*","STITCH","15.6000","-47.3000"
"*","STITCH","17.8000","-46.9000"
"*","STITCH","15.8000","-46.9000"
"*","STITCH","18.0000","-46.5000"
"*","STITCH","15.9000","-46.5000"
"*","STITCH","18.1000","-46.0000"
"*","STITCH","16.0000","-46.0000"
"*","STITCH","18.2000","-45.6000"
"*","STITCH","16.2000","-45.6000"
"*","STITCH","18.4000","-45.1000"
"*","STITCH","16.3000","-45.2000"
"*","STITCH","18.5000","-44.6000"
"*","STITCH","16.4000","-44.7000"
"*","STITCH","18.6000","-44.1000"
"*","STITCH","16.6000","-44.3000"
"*","STITCH","18.8000","-43.7000"
"*","STITCH","16.7000","-43.8000"
"*","STITCH","18.9000","-43.2000"
"*","STITCH","16.8000","-43.4000"
"*","STITCH","19.0000","-42.7000"
"*","STITCH","17.0000","-42.9000"
"*","STITCH","19.2000","-42.2000"
"*","STITCH","17.1000","-42.5000"
"*","STITCH","19.3000","-41.7000"
"*","STITCH","17.2000","-42.0000"
"*","STITCH","19.5000","-41.2000"
"*","STITCH","17.4000","-41.6000"
"*","STITCH","19.6000","-40.7000"
"*","STITCH","17.5000","-41.1000"
"*","STITCH","19.8000","-40.2000"
"*","STITCH","17.7000","-40.6000"
"*","STITCH","19.9000","-39.7000"
"*","STITCH","17.8000","-40.1000"
"*","STITCH","20.1000","-39.2000"
"*","STITCH","17.9000","-39.7000"
"*","STITCH","20.2000","-38.7000"
"*","STITCH","18.1000","-39.2000"
"*","STITCH","20.4000","-38.2000"
"*","STITCH","18.2000","-38.7000"
"*","STITCH","20.5000","-37.7000"
"*","STITCH","18.1000","-38.3000"
"*","STITCH","20.1000","-37.3000"
"*","STITCH","17.7000","-38.0000"
"*","STITCH","19.7000","-37.0000"
"*","STITCH","17.3000","-37.7000"
"*","STITCH","19.3000","-36.7000"
"*","STITCH","16.9000","-37.4000"
"*","STITCH","18.9000","-36.4000"
"*","STITCH","16.6000","-37.1000"
"*","STITCH","18.5000","-36.1000"
"*","STITCH","16.2000","-36.8000"
"*","STITCH","18.1000","-35.8000"
"*","STITCH","15.8000","-36.5000"
"*","STITCH","17.7000","-35.4000"
"*","STITCH","15.5000","-36.2000"
"*","STITCH","17.3000","-35.1000"
"*","STITCH","15.1000","-36.0000"
"*","STITCH","16.9000","-34.8000"
"*","STITCH","14.8000","-35.7000"
"*","STITCH","16.5000","-34.5000"
"*","STITCH","14.4000","-35.4000"
"*","STITCH","16.2000","-34.2000"
"*","STITCH","14.0000","-35.1000"
"*","STITCH","15.8000","-33.9000"
"*","STITCH","13.7000","-34.8000"
"*","STITCH","15.4000","-33.6000"
"*","STITCH","13.3000","-34.6000"
"*","STITCH","15.0000","-33.3000"
"*","STITCH","13.0000","-34.3000"
"*","STITCH","14.7000","-33.0000"
"*","STITCH","12.6000","-34.0000"
"*","STITCH","14.3000","-32.7000"
"*","STITCH","12.3000","-33.7000"
"*","STITCH","13.9000","-32.4000"
"*","STITCH","12.0000","-33.4000"
"*","STITCH","13.6000","-32.1000"
"*","STITCH","11.6000","-33.2000"
"*","STITCH","13.2000","-31.8000"
"*","STITCH","11.3000","-32.9000"
"*","STITCH","12.8000","-31.6000"
"*","STITCH","10.9000","-32.6000"
"*","STITCH","12.5000","-31.3000"
"*","STITCH","10.6000","-32.4000"
"*","STITCH","12.1000","-31.0000"
"*","STITCH","10.3000","-32.1000"
"*","STITCH","11.8000","-30.7000"
"*","STITCH","9.9000","-31.8000"
"*","STITCH","11.4000","-30.4000"
"*","STITCH","9.6000","-31.6000"
"*","STITCH","11.1000","-30.1000"
"*","STITCH","9.3000","-31.3000"
"*","STITCH","10.7000","-29.8000"
"*","STITCH","8.9000","-31.0000"
"*","STITCH","10.4000","-29.6000"
"*","STITCH","8.6000","-30.8000"
"*","STITCH","10.0000","-29.3000"
"*","STITCH","8.3000","-30.5000"
"*","STITCH","9.6000","-29.0000"
"*","STITCH","7.9000","-30.2000"
"*","STITCH","9.3000","-28.7000"
"*","STITCH","7.6000","-30.0000"
"*","STITCH","8.9000","-28.4000"
"*","STITCH","7.3000","-29.7000"
"*","STITCH","8.6000","-28.1000"
"*","STITCH","7.0000","-29.5000"
"*","STITCH","8.2000","-27.9000"
"*","STITCH","6.6000","-29.2000"
"*","STITCH","7.9000","-27.6000"
"*","STITCH","6.3000","-28.9000"
"*","STITCH","7.6000","-27.3000"
"*","STITCH","6.0000","-28.7000"
"*","STITCH","7.2000","-27.0000"
"*","STITCH","5.7000","-28.4000"
"*","STITCH","6.9000","-26.7000"
"*","STITCH","5.3000","-28.2000"
"*","STITCH","6.5000","-26.5000"
"*","STITCH","5.0000","-27.9000"
"*","STITCH","6.2000","-26.2000"
"*","STITCH","4.7000","-27.6000"
"*","STITCH","5.8000","-25.9000"
"*","STITCH","4.3000","-27.4000"
"*","STITCH","5.8000","-25.3000"
"*","STITCH","4.0000","-27.1000"
"*","STITCH","5.3000","-25.2000"
"*","STITCH","3.7000","-26.8000"
"*","STITCH","4.9000","-25.1000"
"*","STITCH","3.3000","-26.5000"
"*","STITCH","4.4000","-24.9000"
"*","STITCH","3.0000","-26.3000"
"*","STITCH","3.9000","-24.8000"
"*","STITCH","2.6000","-26.0000"
"*","STITCH","3.5000","-24.7000"
"*","STITCH","2.3000","-25.7000"
"*","STITCH","3.0000","-24.6000"
"*","STITCH","1.9000","-25.4000"
"*","STITCH","2.5000","-24.5000"
"*","STITCH","1.6000","-25.1000"
"*","STITCH","2.0000","-24.3000"
"*","STITCH","1.2000","-24.8000"
"*","STITCH","1.5000","-24.2000"
"*","STITCH","0.9000","-24.6000"
"*","STITCH","1.0000","-24.1000"
"*","STITCH","0.5000","-24.3000"
"*","STITCH","0.5000","-24.0000"
"*","STITCH","0.2000","-24.0000"
"*","STITCH","0.0000","-23.9000"
"*","STITCH","0.0000","-23.9000"
"*","STITCH","0.0000","-23.9000"
"*","STITCH","0.2000","-23.9000"
"*","STITCH","0.5000","-24.1000"
"*","STITCH","0.7000","-23.9000"
